ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,SO,OS,Num_Sentences,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
mbb,5,10,1,6,22,8,VSO,VSO,37,15,52,2.191859102032286,0.866725613094959,50000.0,7.709038692,7.759359895,7.9262606067,8.1204864805,7.709170971,7.7383767426,7.88775789,7.8302000795,7.714527251,PBC
mbc,11,2,3,11,3,3,SOV,No dominant order,16,17,33,2.245237812797516,0.9993375041688847,50000.0,9.0194313848,9.0808036318,9.2234056865,9.4018725903,9.0195344167,9.0422867019,9.1798296842,9.1209613062,9.0331346051,PBC
mbf,4,74,16,1,4,2,SVO,_,82,19,101,1.2968298089246435,0.6975195309289137,50000.0,8.1404455366,8.1763542162,8.271562512,8.3913167116,8.1405561556,8.1649527527,8.2330924111,8.2075284568,8.1488462302,PBC
mbh,8,27,4,0,2,0,SVO,_,37,4,41,1.3970163324616534,0.4612160405139095,50000.0,7.4080338675,7.4348391414,7.5196145926,7.6229625973,7.4081590662,7.4357335649,7.4861491587,7.4683916096,7.4142153842,PBC
mbj,3,8,3,1,5,2,SVO,OSV,16,6,22,2.317640005966218,0.8453509366224365,50000.0,7.928913619,7.9651973992,8.0710754509,8.2006984555,7.9290324413,7.9552352146,8.0350005232,8.0043155066,7.9379128369,PBC
mbl,3,0,0,1,1,0,SOV,SOV,4,1,5,1.3709505944546687,0.7219280948873623,50000.0,8.1072766618,8.13921793,8.2263786119,8.3352327113,8.1073896456,8.1322765829,8.1908858384,8.1689564744,8.1184354825,PBC
mbt,4,20,3,7,38,16,VSO,_,62,26,88,2.1154977622149085,0.8756633923230397,50000.0,7.7319182389,7.7802052419,7.9355978789,8.1185201946,7.7320471747,7.7605153717,7.897425757,7.8441951569,7.7365286496,PBC
mcb,6,12,3,4,5,1,SVO,_,23,8,31,2.2802010526584526,0.8238116333123173,50000.0,10.8435467715,10.9938755948,11.1947946772,11.4665117681,10.8436241481,10.860739162,11.1693019313,10.9899356421,10.8677795468,PBC
mcd,15,2,7,5,2,1,SOV,SOV,19,13,32,2.0667348792822557,0.9744894033980523,50000.0,9.9357895558,10.0456652101,10.2580028259,10.5208644932,9.935883931,9.9567487222,10.204850014,10.090376424,9.9556842522,PBC
mck,5,53,7,3,3,11,SVO,_,61,21,82,1.6940833237640982,0.8208002549877175,50000.0,9.6493856375,9.7474600464,9.9568125344,10.2111715895,9.6494857833,9.6716194581,9.8825421014,9.8020069131,9.6644197635,PBC
mcn,11,44,5,2,2,1,SVO,SVO,57,8,65,1.5011619745747906,0.5381411852224502,50000.0,8.9078134433,8.9678872648,9.1140136029,9.294514217,8.9079198504,8.9314130189,9.057792135,9.0123504049,8.9197380473,PBC
mco,15,21,10,1,4,0,SVO,_,40,11,51,1.9065173858664886,0.7522121733341474,50000.0,8.8187747497,8.9160123955,9.1844022299,9.4896554109,8.8188942702,8.8453184172,9.1386454525,9.0170805719,8.8280894217,PBC
mcq,97,31,14,8,10,0,SOV,_,138,22,160,1.6700913375634587,0.5776539033535631,50000.0,9.8727744059,9.9741958672,10.1715738585,10.4178178729,9.8728687123,9.8937140666,10.1118522124,10.0157488593,9.8914695588,PBC
mcu,15,20,3,2,2,0,SVO,SVO,37,5,42,1.730488652920701,0.5266170655714282,50000.0,7.9544148954,7.9790272728,8.0415451519,8.1225467218,7.9545211245,7.9779112274,8.0130979937,7.9978462606,7.9642248646,PBC
mda,10,20,4,2,3,4,SVO,_,33,10,43,2.1143407931024623,0.782444129406689,50000.0,7.506643999,7.5240573281,7.5699911583,7.6296810891,7.5067523693,7.5305727799,7.5445490013,7.5384447117,7.5154804025,PBC
mdy,88,12,32,20,5,4,SOV,_,105,56,161,1.8806203885436847,0.9321115676166747,50000.0,10.5953884194,10.7080196212,10.8671500135,11.0864575078,10.5954665334,10.6127325869,10.8071157897,10.7084465277,10.6257661406,PBC
med,1,0,0,0,0,0,SOV,_,1,0,1,-0.0,-0.0,50000.0,8.0032247615,8.0327423021,8.1126974474,8.2133733788,8.0033367415,8.0280019118,8.0793833989,8.0595420109,8.01302287,PBC
mee,5,40,8,2,3,6,SVO,_,48,16,64,1.7695089566184106,0.8112781244591328,50000.0,7.8567880813,7.8886139339,7.9810872387,8.0951427397,7.8569061352,7.8829232871,7.945201912,7.9224280647,7.8658565215,PBC
mej,3,22,1,0,1,2,SVO,SVO,26,3,29,1.2420367498798477,0.4798320236161285,50000.0,7.7268911507,7.7564231182,7.8436657394,7.9513295431,7.7270103561,7.7532771298,7.8100505327,7.7887504877,7.7360783635,PBC
mek,30,1,4,5,1,0,SOV,_,32,9,41,1.2888603377231478,0.7592757847892833,50000.0,8.8863252476,8.9455767329,9.08866808,9.2663385564,8.8864309135,8.9097633003,9.0489241202,8.9883950635,8.8985116187,PBC
men,50,22,8,4,3,5,SOV,SOV,75,17,92,1.8641615965422624,0.6904285855304169,50000.0,8.4602984651,8.5155248312,8.6649679709,8.846194575,8.460412625,8.4856197927,8.6202215111,8.5675266489,8.468220833,PBC
meq,5,14,2,0,0,3,SVO,_,19,5,24,1.598816797162542,0.7382848661434506,50000.0,7.5307612056,7.5575087717,7.6386428421,7.7386083326,7.5308824752,7.557593509,7.6054526299,7.5882846691,7.5375865878,PBC
meu,41,10,14,4,0,1,SOV,SOV,51,19,70,1.6409704162732306,0.8435070855739036,50000.0,8.5329326209,8.5790700083,8.6967511957,8.8433999504,8.533041385,8.5570383096,8.6500137953,8.6164960366,8.5421420347,PBC
mfe,11,67,8,0,0,2,SVO,_,78,10,88,1.113048396300013,0.5107878229540133,,,,,,,,,,,
mfh,1,27,2,1,3,5,SVO,_,31,8,39,1.5226716923234296,0.7320666900931938,50000.0,7.9163088912,7.9654038035,8.1208489655,8.3035371597,7.9164366636,7.944637856,8.0786427625,8.0289063603,7.9224058316,PBC
mfi,5,19,3,1,1,0,SVO,SVO,25,4,29,1.5105620043679722,0.5787946246321198,50000.0,8.1796645651,8.2337656292,8.3931320418,8.5827181453,8.1797859066,8.2065800799,8.3517884931,8.2946526716,8.1868386404,PBC
mfq,10,36,5,3,4,2,SVO,_,50,10,60,1.8118721126518995,0.6500224216483541,50000.0,7.6867525306,7.7205260215,7.823758042,7.9492824575,7.6868752399,7.7139301594,7.7882869905,7.7603949947,7.6923395426,PBC
mfy,48,6,3,2,4,0,SOV,_,58,5,63,1.2416789307839498,0.3999380474390277,50000.0,10.0406126742,10.1529553371,10.3611321945,10.6214330149,10.0407047259,10.061055518,10.2909095465,10.192039756,10.0568111716,PBC
mfz,10,23,1,1,4,3,SVO,_,37,5,42,1.8205056741990366,0.5266170655714282,50000.0,8.3703084137,8.4196918649,8.5546665345,8.7192463091,8.3704229172,8.3956967311,8.5124091008,8.4668711611,8.3792831534,PBC
mhi,16,14,1,1,2,0,SOV,No dominant order,32,2,34,1.578551990991326,0.3227569588973982,50000.0,8.3141532216,8.3530627069,8.4541185225,8.5811083906,8.3142626001,8.3383870819,8.414830023,8.3854917966,8.3245594785,PBC
mhl,37,6,5,9,1,2,SOV,_,44,16,60,1.7335820119415901,0.8366407419411673,50000.0,8.8848322812,8.9410829609,9.07385982,9.2407107702,8.8849359596,8.9078278933,9.03523604,8.9790346132,8.8964915205,PBC
mhm,17,117,19,4,7,8,SVO,_,141,31,172,1.5792784308512522,0.6805855319682432,,,,,,,,,,,
mhr,79,4,21,6,1,0,SOV,_,84,27,111,1.2651625331188265,0.8003922080453356,50000.0,10.4988442116,10.6013909751,10.7439098861,10.9449430053,10.4989208888,10.5158681893,10.6969759441,10.5985499322,10.5235850013,PBC
mhx,11,0,3,6,1,0,SOV,SOV,12,9,21,1.615250265088252,0.9852281360342515,50000.0,8.4327830495,8.4632094879,8.5331112083,8.6251299223,8.4328827498,8.4548432751,8.5000272364,8.4811874757,8.4441808684,PBC
mhy,8,51,3,4,2,6,SVO,SVO,61,13,74,1.5667728933716976,0.6705250693158381,50000.0,8.5424959541,8.5882293869,8.7038659433,8.8485423583,8.5426039366,8.5664302021,8.6611984797,8.6244461219,8.5538490624,PBC
mib,1,15,1,1,21,4,VSO,_,37,6,43,1.7322641776676386,0.5830194167347008,50000.0,7.78686611,7.8160806846,7.8977573575,8.0002564584,7.7869803632,7.8121626786,7.8633224979,7.8443532813,7.7933592147,PBC
mie,3,13,3,1,17,2,VSO,VSO,33,6,39,1.9750853049797636,0.6193821946787638,50000.0,7.3920146832,7.4159201401,7.4877131686,7.5770044867,7.3921345783,7.418539383,7.4548217764,7.4426584923,7.3980685058,PBC
mif,3,25,2,0,1,1,SVO,SVO,29,3,32,1.160897117295888,0.4488644887230294,50000.0,7.5831863342,7.6113910223,7.6966626535,7.8015882272,7.583307433,7.6099887917,7.6643020206,7.6436823902,7.589469039,PBC
mig,2,18,2,2,9,3,SVO,VSO,29,7,36,1.9937343753004817,0.710676853856123,50000.0,8.9273413243,8.9971677643,9.1661577092,9.373279461,8.9274478292,8.9509796333,9.1234046733,9.0485933849,8.933474579,PBC
mih,4,9,2,3,14,4,VSO,_,27,9,36,2.2647255174436807,0.8112781244591328,50000.0,6.8936426576,6.9106231783,6.9653833712,7.0331135423,6.8937683795,6.9214057132,6.9413360951,6.9323114479,6.8980056733,PBC
mil,4,13,1,3,3,3,SVO,VSO,20,7,27,2.1485771746699647,0.8256265261578954,50000.0,8.9432804871,9.0072351582,9.1607901165,9.3504993977,8.9433861011,8.9667117545,9.1128458767,9.053137432,8.9517920655,PBC
min,3,28,2,2,2,4,SVO,No dominant order,33,8,41,1.6170440699893915,0.7120640548905479,50000.0,8.6953300152,8.7453193983,8.8682443656,9.0221788288,8.6954362717,8.7188871661,8.8249543653,8.782536477,8.7064139374,PBC
mio,2,10,0,1,15,6,VSO,VSO,27,7,34,1.8718035798583292,0.7335379291086666,50000.0,6.6703909427,6.6834761867,6.7248898891,6.7767628086,6.6705143083,6.6975959518,6.7031759333,6.6994528227,6.6743774975,PBC
miq,98,14,24,14,1,0,SOV,SOV,113,38,151,1.5106788945687144,0.8138917044656586,50000.0,8.1428690476,8.1754883825,8.2589441268,8.3654718315,8.1429765782,8.1666822707,8.2233343574,8.2013035568,8.1503346797,PBC
mir,7,1,6,2,1,0,SOV,_,9,8,17,1.9015064025015063,0.9975025463691153,50000.0,9.0311213352,9.1353416249,9.4030179265,9.7111157923,9.0312352146,9.0564171455,9.3594318205,9.2285156254,9.0380486568,PBC
mit,3,4,1,0,5,5,VSO,_,12,6,18,2.1713600874958074,0.9182958340544896,50000.0,9.2139662038,9.2861875176,9.4496855899,9.6525908867,9.2140682717,9.2366159032,9.4010965304,9.3311276956,9.2247132405,PBC
miz,4,9,3,5,12,2,VSO,_,25,10,35,2.331757216995396,0.863120568566631,50000.0,8.1038138963,8.145767468,8.2660442989,8.4124211344,8.1039318505,8.1299511867,8.2232581396,8.1898119404,8.1100925743,PBC
mjc,2,7,2,2,6,2,SVO,_,15,6,21,2.337019353315419,0.863120568566631,50000.0,7.0395347126,7.0589822417,7.1213790134,7.1982219702,7.0396603553,7.067292363,7.092244286,7.0837116946,7.044268496,PBC
mkd,44,73,8,14,1,8,SVO,SVO,118,30,148,1.8488104404459174,0.7273006785144038,50000.0,9.4954627039,9.586208222,9.779024643,10.0174701235,9.4955616266,9.517428308,9.739723467,9.6344785006,9.5077954258,PBC
mks,1,11,3,1,12,6,VSO,_,24,10,34,2.1069345965399116,0.8739810481273578,50000.0,7.8198861209,7.8438060047,7.9081561602,7.990174017,7.8199969167,7.8443800824,7.8787317538,7.8649179417,7.8300409791,PBC
mlg,4,54,2,7,11,40,SVO,_,69,49,118,1.8712338868895082,0.979177202926766,,,,,,,,,,,
mlh,37,18,4,3,2,0,SOV,_,57,7,64,1.5849482491188087,0.4980278865344765,50000.0,9.9249605961,10.0036451837,10.1375022316,10.3180706615,9.9250456572,9.9438366641,10.0955351692,10.0186710169,9.9439957136,PBC
mlp,75,17,12,14,4,3,SOV,_,96,29,125,1.7999788725975219,0.7814814932386422,50000.0,8.5559067658,8.6028809163,8.7207504102,8.8683987238,8.5560142019,8.5797242917,8.6827960818,8.6393927594,8.5648008768,PBC
mlt,10,66,8,3,7,6,SVO,_,83,17,100,1.6832017919004727,0.6577047787442195,50000.0,10.0570116677,10.1609289915,10.3408342875,10.5746205965,10.0570990984,10.0764280932,10.2977598254,10.1857367026,10.0671677101,PBC
mmo,9,41,8,0,1,8,SVO,_,51,16,67,1.6453584859455004,0.7930490047779774,50000.0,8.581957285,8.6249063164,8.7304089399,8.864035359,8.5820628315,8.6053465611,8.6940095911,8.6563447981,8.5950677403,PBC
mms,7,13,2,6,14,5,VSO,_,34,13,47,2.35927852874556,0.8507707040532599,,,,,,,,,,,
mmx,7,46,8,1,3,6,SVO,_,56,15,71,1.6708739231734673,0.743898745288434,50000.0,8.558297425,8.5949274521,8.6829949196,8.7959494137,8.5584010666,8.5812408306,8.6448091676,8.6200954284,8.5717970702,PBC
mna,3,18,1,0,3,3,SVO,SVO,24,4,28,1.6172366173271744,0.5916727785823275,50000.0,8.3838448262,8.4214847398,8.5182111417,8.639962136,8.3839534779,8.4079052414,8.4790760315,8.4521657722,8.3944028039,PBC
mnb,4,35,2,5,5,5,SVO,SVO,44,12,56,1.8010365824793135,0.74959525725948,50000.0,9.9530041966,10.0542669615,10.2409716349,10.4787105808,9.9530951255,9.9731953968,10.1953812436,10.0873295073,9.9703750252,PBC
mnf,8,47,5,1,2,10,SVO,_,57,16,73,1.6433232239189297,0.7586638628883695,50000.0,8.5362153882,8.5735379089,8.6621380356,8.7764683694,8.5363179412,8.5589295102,8.6281276417,8.5981530076,8.5485485938,PBC
mnk,50,8,1,1,1,1,SOV,SOV,59,3,62,1.0156026089556456,0.27950554563667995,50000.0,7.6977440168,7.7292813304,7.8218552793,7.9362417692,7.6978626508,7.7240213781,7.78586638,7.7632966145,7.7040582301,PBC
mnx,3,6,1,0,1,0,SVO,SVO,10,1,11,1.6171895725927152,0.4394969869215134,50000.0,8.1680122023,8.2121730975,8.3393799286,8.493409854,8.1681308109,8.194298312,8.2991243624,8.2591848041,8.1775748536,PBC
moc,4,25,4,1,3,7,SVO,SVO,32,12,44,1.902550329979688,0.8453509366224365,50000.0,8.9523358333,9.0276156605,9.215677185,9.4419241628,8.9524453339,8.9766403752,9.1675585874,9.0883882908,8.9616632202,PBC
mog,8,42,3,4,16,4,SVO,_,66,11,77,1.9131213555147535,0.5916727785823275,50000.0,8.6062321678,8.6741253964,8.8618941735,9.0837542299,8.6063494346,8.6322529118,8.8095586916,8.7426052495,8.6165534474,PBC
mop,0,8,1,1,0,1,SVO,_,8,3,11,1.2776134368191154,0.8453509366224365,50000.0,7.5969591962,7.6407449907,7.7848895631,7.9545192019,7.5970900816,7.6259743317,7.7392714072,7.7011255811,7.6006429405,PBC
mos,7,71,7,3,2,6,SVO,SVO,80,16,96,1.395382533011476,0.6500224216483541,50000.0,8.602685777,8.669597973,8.8491719065,9.0639251626,8.602800225,8.6280846276,8.7995111693,8.7324274446,8.6094665714,PBC
mox,29,6,9,1,2,1,SOV,_,37,11,48,1.6907843991376699,0.77655578544446,50000.0,8.7111323796,8.7687536196,8.9155127144,9.0954754846,8.7112419753,8.7354404879,8.8676778638,8.8161992138,8.720479299,PBC
mpm,1,6,3,4,5,3,SVO,VSO,12,10,22,2.430832051224084,0.9940302114769565,50000.0,7.0314855383,7.0494182377,7.1061868322,7.1765157101,7.0316097079,7.0589060335,7.079707805,7.0715712616,7.0376951464,PBC
mps,24,1,4,1,0,0,SOV,_,25,5,30,0.972253928364927,0.6500224216483541,50000.0,7.9166926029,7.9556020882,8.0713694531,8.2116716162,7.9168135209,7.9434809206,8.0303491629,7.9995208396,7.9215402886,PBC
mpt,35,17,8,12,9,3,SOV,SOV,61,23,84,2.233799132086763,0.8468781063424822,50000.0,9.7225756367,9.8077956327,9.9738734501,10.185879598,9.7226688363,9.7432636883,9.9391814437,9.8411825807,9.7432331706,PBC
mpx,27,8,27,3,4,2,SOV,_,39,32,71,1.9875103220541077,0.9929768866085174,50000.0,8.3865171733,8.4286294415,8.5385518019,8.6756212719,8.3866273355,8.4109275056,8.4961123544,8.4644443933,8.3949069914,PBC
mqb,4,28,2,0,2,4,SVO,_,34,6,40,1.4567796494470395,0.6098403047164004,50000.0,7.6882491649,7.7097164671,7.7676031336,7.8417433345,7.6883598016,7.7127006409,7.7415214321,7.728631798,7.6964484774,PBC
mqj,5,25,3,5,6,17,SVO,_,36,25,61,2.1755370670548877,0.9764143081154868,50000.0,9.4670177506,9.5490638176,9.7223879746,9.9392300458,9.4671157879,9.4887797804,9.6766135764,9.5912999404,9.4800279969,PBC
mqy,6,54,2,9,17,9,SVO,SVO,77,20,97,1.9110549200389666,0.7341280428958425,50000.0,8.7572487457,8.8118980338,8.948887121,9.1180623873,8.7573569623,8.7812439618,8.9023603327,8.8550939962,8.7693553636,PBC
mri,5,21,5,4,38,18,VSO,VSO,64,27,91,2.134851317516878,0.8772236230732715,50000.0,7.2190751663,7.2446541494,7.3300023973,7.4328860536,7.2192055177,7.2479045005,7.2974476937,7.2801018886,7.2251032499,PBC
mrw,10,45,3,9,55,18,VSO,_,110,30,140,2.0816378950258865,0.74959525725948,50000.0,7.7774596841,7.8337247907,8.0200857881,8.2352326972,7.7775924043,7.8069053776,7.9817929851,7.9131965579,7.7827982,PBC
msm,5,12,1,7,21,15,VSO,_,38,23,61,2.2402012760878756,0.9559312637896479,50000.0,7.9366226268,7.9937822043,8.1735528884,8.3836134512,7.936750192,7.9649287481,8.1361510865,8.0670096702,7.9411364943,PBC
msy,46,4,4,2,1,1,SOV,_,51,7,58,1.1668801334271826,0.531340014180167,50000.0,9.1207470961,9.1812248723,9.3168167116,9.488238611,9.1208476562,9.1430498017,9.2693436191,9.217021378,9.135118112,PBC
mta,3,14,0,5,22,3,VSO,_,39,8,47,1.8837403410906002,0.6581912658132185,50000.0,7.6673038774,7.7031259952,7.8137581475,7.9477564131,7.6674276123,7.6947215238,7.7774729786,7.7463025472,7.6729437616,PBC
mtj,7,19,1,0,2,1,SVO,_,28,2,30,1.4948203552808068,0.35335933502142136,50000.0,7.6435526303,7.6703867581,7.7496084155,7.8478022043,7.6436715171,7.6698555254,7.7160837926,7.6996078527,7.6524802337,PBC
mto,14,10,7,3,11,2,SOV,_,35,12,47,2.3421980087147216,0.8196004346196012,50000.0,8.1840155794,8.2663934662,8.5234284842,8.8140051095,8.1841447619,8.2127033841,8.4955791353,8.3731428966,8.1883901913,PBC
mtp,0,0,0,0,0,0,SOV,_,0,0,0,-0.0,-0.0,50000.0,8.5080735401,8.6068115887,8.8938067634,9.2169705556,8.5081974535,8.5356001445,8.854582064,8.720191741,8.5115751376,PBC
muh,0,3,0,0,1,1,SVO,_,4,1,5,1.3709505944546687,0.7219280948873623,50000.0,7.4184784117,7.4354733593,7.4823608928,7.5425017837,7.4185904568,7.4432044242,7.4588799887,7.4511377136,7.4268052593,PBC
mur,11,18,2,2,40,6,VSO,VSO,69,10,79,1.9303719300657949,0.5479900080939727,50000.0,8.9330844514,8.9905469949,9.1258497826,9.2954502914,8.9331881427,8.956081535,9.0835718801,9.0292637085,8.9445744834,PBC
mva,32,5,11,3,4,1,SOV,SOV,41,15,56,1.8355999973859871,0.8383729377099397,50000.0,8.7640120397,8.8376471946,9.0297671167,9.2590870246,8.7641247396,8.7890283472,8.9826715979,8.9031384285,8.7702126503,PBC
mvp,3,13,3,3,12,5,SVO,_,28,11,39,2.285413261800318,0.8582307926411411,50000.0,9.147719329,9.227154118,9.4118220651,9.6378002092,9.1478236015,9.1708688514,9.3783386518,9.280660841,9.157857784,PBC
mwm,12,28,2,2,2,4,SVO,_,42,8,50,1.811346433249389,0.6343095546405662,,,,,,,,,,,
mwq,20,7,9,11,1,1,SOV,_,28,21,49,2.0907686365612985,0.9852281360342515,50000.0,7.4432393741,7.4730887345,7.5696404598,7.6860440877,7.4433671461,7.4715181871,7.5332821452,7.5123221261,7.4494937584,PBC
mwv,0,6,2,2,8,8,VSO,_,14,12,26,2.103909910282364,0.9957274520849255,50000.0,9.0405185597,9.118986743,9.3106342744,9.541708758,9.0406265535,9.0644912263,9.2671426355,9.1791827732,9.0491437167,PBC
mww,7,31,6,0,4,2,SVO,_,42,8,50,1.6690292881602586,0.6343095546405662,50000.0,7.7266582099,7.7439994043,7.7855148161,7.8409833228,7.7267592975,7.748979714,7.7613902611,7.7550535756,7.7372821045,PBC
mxb,2,8,0,5,18,7,VSO,_,28,12,40,2.0139337210173207,0.8812908992306927,50000.0,7.9385210701,7.9663218036,8.0412893563,8.1361806492,7.9386324286,7.9631587832,8.0103005355,7.9911692937,7.9478574795,PBC
mxp,7,11,4,1,5,2,SVO,_,23,7,30,2.263061504480175,0.783776947484701,50000.0,8.6514847034,8.7681410244,9.1071238893,9.4795292051,8.6516102609,8.6793820438,9.0799868409,8.9048271585,8.6550385989,PBC
mxq,6,20,11,3,3,3,SVO,_,29,17,46,2.1699370166314726,0.9503376699710268,50000.0,9.0276340658,9.1255786322,9.3738470899,9.6630661574,9.0277463658,9.0525765293,9.3341197715,9.2098080139,9.0336160589,PBC
mxt,4,21,1,1,8,2,SVO,_,33,4,37,1.7975975310788428,0.49418293484978865,50000.0,7.3444378258,7.3729310529,7.4656296208,7.5776175183,7.3445659113,7.3727858023,7.4319345464,7.4106666563,7.3491384033,PBC
mya,32,10,11,11,2,3,SOV,SOV,44,25,69,2.1073409196613917,0.9445911819316589,967.0,8.9257094664,9.4337111845,9.1112407235,9.2049378374,8.9265040559,8.9494725465,10.1295702094,9.1547318051,9.1842297638,UDHR
myb,11,36,6,1,3,4,SVO,SVO,50,11,61,1.7924470037362648,0.6807937753703206,50000.0,8.8430290481,8.8978370327,9.0299766876,9.1949903555,8.8431343142,8.8663705482,8.9827761465,8.9370455661,8.8540557332,PBC
myk,15,9,1,5,4,2,SOV,_,28,8,36,2.1493048786216065,0.7642045065086203,50000.0,7.6906213155,7.7159117596,7.7870531549,7.8766507688,7.6907357756,7.7159429107,7.7578937338,7.7406103219,7.6975707447,PBC
myu,3,1,1,3,1,0,SOV,SOV,5,4,9,2.113283334294875,0.9910760598382222,50000.0,9.1078593033,9.1772096539,9.3388516589,9.5386186717,9.1079632019,9.1309138414,9.2963212852,9.2237114995,9.1199939323,PBC
myv,30,69,11,4,3,2,SVO,SVO,102,17,119,1.6720989339539694,0.5916727785823275,50000.0,10.6491352424,10.7664552031,10.9242305726,11.1456648398,10.6492112447,10.6660141833,10.8804425713,10.7606855865,10.6692656454,PBC
myx,12,43,5,2,2,6,SVO,_,57,13,70,1.736878017807712,0.692419486327474,50000.0,10.1509329595,10.2624821401,10.4589094953,10.7089817196,10.1510220454,10.1707161079,10.3963688076,10.2931699524,10.1668380894,PBC
myy,3,0,2,12,0,1,OVS,_,3,15,18,1.404678473063571,0.6500224216483541,50000.0,8.9687105547,9.0363873791,9.2021866492,9.4045487299,8.9688180502,8.9925612087,9.1568049918,9.0879778583,8.9809729227,PBC
mzh,5,40,6,2,7,2,SVO,SVO,52,10,62,1.7018088308923351,0.6373874992221911,50000.0,8.6043453367,8.6714018022,8.8517609993,9.0671181627,8.6044600391,8.6297993079,8.7969436039,8.7347695132,8.6091879149,PBC
mzk,10,26,2,2,6,2,SVO,_,42,6,48,1.8987023210363865,0.5435644431995964,50000.0,7.6692119858,7.6888326384,7.7394071507,7.8052539813,7.669318828,7.692816704,7.712763309,7.7042251669,7.6773530678,PBC
mzl,25,7,9,6,5,2,SOV,_,37,17,54,2.1734684338205814,0.898653375690748,50000.0,8.4387121513,8.5308282297,8.8025273698,9.1100798141,8.4388368109,8.4664018906,8.7775068177,8.6389221428,8.4430601402,PBC
mzm,3,13,8,0,1,6,SVO,SVO,17,14,31,1.9745066703118879,0.9932338197397066,50000.0,7.1059549235,7.1231662753,7.1764913239,7.2429268329,7.1060770526,7.1329134414,7.1522214559,7.1435322569,7.1126481326,PBC
mzw,15,26,4,1,2,4,SVO,_,43,9,52,1.8770783411065506,0.6646953053493417,50000.0,7.9059704032,7.935704348,8.0178685576,8.1209397953,7.9060839152,7.9310947662,7.9847002862,7.963881329,7.9140658413,PBC
nab,5,1,0,2,0,0,SOV,SOV,6,2,8,1.2987949406953985,0.8112781244591328,50000.0,11.7479681409,11.9770104056,12.1776718109,12.4794109875,11.7480336903,11.7625392129,12.1509156634,11.9020011332,11.7751564392,PBC
naf,48,15,10,7,5,3,SOV,SOV,68,20,88,1.9603764783120654,0.7732266742876346,50000.0,9.8667461537,9.9592229058,10.1368321645,10.3616108343,9.8668391629,9.8873916846,10.0727755212,9.9945562672,9.889776265,PBC
nah,10,32,7,1,3,5,SVO,_,45,13,58,1.9056483506469317,0.7676515870125797,,,,,,,,,,,
nak,3,18,5,0,3,0,SVO,SVO,24,5,29,1.541495977723249,0.6631968402398287,50000.0,7.4108013696,7.4407805726,7.5372684366,7.6538510439,7.4109285734,7.4389600366,7.5004284444,7.4797495042,7.4155228761,PBC
naq,52,13,17,8,4,5,SOV,SOV,69,30,99,2.006880958919372,0.8849636363831528,50000.0,8.7335123943,8.8038726314,8.9866713066,9.2061360883,8.7336244759,8.7583888832,8.9345752118,8.865539222,8.7389194614,PBC
nas,52,14,7,5,4,1,SOV,SOV,70,13,83,1.6884495616965238,0.6261776539736494,50000.0,10.3470682306,10.4882936482,10.7275881611,11.0262709988,10.3471567597,10.3667384091,10.6908827779,10.5233162745,10.3599046246,PBC
nbl,2,26,0,2,4,4,SVO,SVO,32,6,38,1.5055213905049434,0.6292492238560345,50000.0,11.6906375834,11.8965967274,12.0781315751,12.3562690593,11.6907025157,11.7050684106,12.0108129298,11.8269278988,11.7215047339,PBC
nca,36,11,3,4,2,2,SOV,_,49,9,58,1.7040855579017622,0.6226343162547098,50000.0,9.1484313702,9.1975118555,9.2977264654,9.4305595638,9.1485248259,9.1691471143,9.2642291987,9.2180815106,9.1660744103,PBC
nch,13,38,7,1,4,2,SVO,_,55,10,65,1.7580840237808597,0.6193821946787638,50000.0,8.8524939901,8.9303273876,9.1310768473,9.3699527916,8.8526061356,8.8773895915,9.0845458969,8.9981966207,8.8602602072,PBC
ncj,2,32,8,1,4,5,SVO,SVO,38,14,52,1.746408170555769,0.8403586716091171,50000.0,8.6271653614,8.7160786568,8.967140064,9.2547809039,8.6272860259,8.6539613147,8.9217779359,8.8117324416,8.6323230183,PBC
ncl,4,15,1,1,4,7,SVO,SVO,23,9,32,2.0545361441084062,0.8571484374283715,50000.0,8.850438621,8.9262666724,9.1230821632,9.35723113,8.850551193,8.8754257537,9.0778766954,8.9933048378,8.8602707683,PBC
ncu,6,21,5,0,4,1,SVO,_,31,6,37,1.7673430586798222,0.6394571324851641,50000.0,7.7540886386,7.7850055934,7.8765198552,7.9890683756,7.7542082198,7.780559832,7.8426549055,7.8190970531,7.7613655918,PBC
ndo,35,43,10,1,0,4,SVO,SVO,78,15,93,1.6566472950420352,0.6373874992221911,50000.0,9.721675003,9.7980512785,9.9387806046,10.1242782636,9.7217642385,9.7414785491,9.8967514921,9.8207486862,9.7399457896,PBC
ndz,0,8,1,0,0,0,SVO,_,8,1,9,0.5032583347756457,0.5032583347756457,50000.0,7.2634136908,7.27964401,7.3268050192,7.3865458009,7.2635300524,7.2890814679,7.3042067177,7.2964329634,7.271748758,PBC
neb,6,0,0,0,1,0,SOV,_,7,0,7,0.5916727785823275,-0.0,50000.0,8.2006391026,8.2499359922,8.3942729733,8.5669483738,8.2007596693,8.2273682064,8.3515247347,8.3046308453,8.2091001744,PBC
