ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,Num_Sentences,SO,OS,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
nhg,10,37,2,3,8,2,SVO,SVO,62,55,7,1.78122948813997,0.50861133138269,50000,9.2909595566,9.3791659314,9.5829644506,9.8292285825,9.291064204,9.3141942107,9.5422108449,9.4388139748,9.3019406255,PBC
yuw,41,12,3,4,2,0,SOV,_,62,55,7,1.47945325070689,0.50861133138269,50000,9.5101102832,9.5820430579,9.7278052197,9.9147394414,9.5102050523,9.5311368846,9.68387795,9.6135787721,9.5261436369,PBC
lcm,11,114,9,2,8,6,SVO,SVO,150,133,17,1.31520329424856,0.509889142343121,,,,,,,,,,,
aey,72,9,5,5,5,1,SOV,SOV,97,86,11,1.36699689847437,0.510093082296502,50000,9.3998495248,9.4840307804,9.6704812223,9.8992996936,9.3999510364,9.4223821361,9.6122132917,9.5345296784,9.4119099225,PBC
lid,3,36,2,0,0,3,SVO,_,44,39,5,0.967907185540702,0.510787822954013,50000,8.0101563178,8.0408712952,8.1256760175,8.2316706137,8.0102700181,8.035317473,8.0916387724,8.0700844803,8.0205714593,PBC
mfi,7,23,3,1,1,0,SVO,SVO,35,31,4,1.45933167563417,0.512709142030877,50000,8.1796645651,8.2337656292,8.3931320418,8.5827181453,8.1797859066,8.2065800799,8.3517884931,8.2946526716,8.1868386404,PBC
mna,3,25,1,0,3,3,SVO,SVO,35,31,4,1.40468109549187,0.512709142030877,50000,8.3838448262,8.4214847398,8.5182111417,8.639962136,8.3839534779,8.4079052414,8.4790760315,8.4521657722,8.3944028039,PBC
ptp,9,52,5,1,1,2,SVO,SVO,70,62,8,1.29268543364848,0.512709142030877,50000,7.2871153133,7.3017153871,7.3413016436,7.3926308854,7.2872255424,7.3114286813,7.3193116822,7.314525312,7.2955897691,PBC
kaa,114,2,8,7,0,0,SOV,SOV,131,116,15,0.738759291085666,0.513353120858625,50000,10.7323360698,10.8483287511,10.9974501853,11.21081903,10.7324101584,10.748788632,10.9579520994,10.837196014,10.7636736331,PBC
swg,106,93,19,3,33,8,SOV,_,262,232,30,1.93711821599101,0.513353120858625,50000,8.9181354003,8.9793489508,9.1290194225,9.3133456058,8.918242274,8.9418403048,9.0821619047,9.02533939,8.9295651941,PBC
sja,41,11,2,4,2,1,SOV,SOV,61,54,7,1.50920651798335,0.514091279018123,50000,9.7267071361,9.7958122285,9.9192657184,10.0852838332,9.7267941884,9.7460202075,9.8858476479,9.8128016655,9.7492351875,PBC
adh,16,94,4,1,5,10,SVO,_,130,115,15,1.38421186317454,0.515946930007447,50000,9.1371220148,9.1978450491,9.3326693504,9.5036108314,9.1372219077,9.1592773733,9.2848755806,9.2327528794,9.1510547008,PBC
las,5,40,2,2,1,2,SVO,_,52,46,6,1.26800194371934,0.515946930007447,50000,8.3201096924,8.3584565266,8.4571496813,8.5816160064,8.3202182876,8.3441696239,8.4227670795,8.3896714168,8.3293329701,PBC
mib,1,15,1,1,30,4,VSO,_,52,46,6,1.58870747194141,0.515946930007447,50000,7.78686611,7.8160806846,7.8977573575,8.0002564584,7.7869803632,7.8121626786,7.8633224979,7.8443532813,7.7933592147,PBC
wol,25,92,11,1,13,5,SVO,SVO,147,130,17,1.6620314651296,0.51671531085708,50000,8.9503026595,8.9960216653,9.0945561683,9.2237144111,8.9503992724,8.9717153164,9.0620560844,9.0189647149,8.9656928034,PBC
apz,26,10,4,1,2,0,SOV,_,43,38,5,1.57903885654996,0.518569731788306,50000,9.6981455674,9.7943588996,9.9945074707,10.2404919193,9.6982437928,9.7199531439,9.9409489486,9.8434342866,9.7179881409,PBC
jvn,5,69,6,3,2,1,SVO,_,86,76,10,1.13135207448558,0.518569731788306,50000,8.6975555117,8.7431013942,8.8499696219,8.9868191862,8.6976578197,8.7202349481,8.8098868121,8.7725961126,8.709442976,PBC
